Date,Prefecture,Positive,Tested,Discharged,Fatal
2020-04-28,Kochi,73,1368,28,3
2020-04-28,Fukuoka,619,8721,170,16
2020-04-28,Saga,37,930,6,0
2020-04-28,Nagasaki,16,1911,9,1
2020-04-28,Kumamoto,45,3002,12,1
2020-04-28,Oita,60,3065,27,1
2020-04-28,Miyazaki,17,1068,10,0
2020-04-28,Kagoshima,10,1199,4,0
2020-04-28,Okinawa,141,1918,24,4
2020-04-29,Hokkaido,726,6312,209,26
2020-04-29,Aomori,26,613,14,0
2020-04-29,Iwate,0,314,0,0
2020-04-29,Miyagi,88,1744,32,0
2020-04-29,Akita,16,827,7,0
2020-04-29,Yamagata,68,2103,38,0
2020-04-29,Fukushima,72,1664,19,0
2020-04-29,Ibaraki,162,4473,33,6
2020-04-29,Tochigi,54,1857,13,0
2020-04-29,Gunma,146,2596,15,15
2020-04-29,Saitama,843,7007,49,15
2020-04-29,Chiba,806,5753,102,23
2020-04-29,Tokyo,4120,10702,59,19
2020-04-29,Kanagawa,1002,5536,150,31
2020-04-29,Niigata,75,2775,32,0
2020-04-29,Toyama,190,2137,9,3
2020-04-29,Ishikawa,250,1796,22,6
2020-04-29,Fukui,122,1588,64,7
2020-04-29,Yamanashi,52,2117,24,0
2020-04-29,Nagano,66,1703,17,0
2020-04-29,Gifu,146,2362,65,7
2020-04-29,Shizuoka,68,2635,24,0
2020-04-29,Aichi,486,7036,67,31
2020-04-29,Mie,45,1835,19,1
2020-04-29,Shiga,96,1246,35,1
2020-04-29,Kyoto,316,3950,156,9
2020-04-29,Osaka,1599,8186,281,37
2020-04-29,Hyogo,642,7076,81,17
2020-04-29,Nara,82,1397,14,1
2020-04-29,Wakayama,60,2906,28,2
2020-04-29,Tottori,3,1003,1,0
2020-04-29,Shimane,23,806,3,0
2020-04-29,Okayama,23,1141,5,0
2020-04-29,Hiroshima,153,4610,20,1
2020-04-29,Yamaguchi,32,1265,24,0
2020-04-29,Tokushima,5,440,3,0
2020-04-29,Kagawa,28,1537,7,0
2020-04-29,Ehime,47,1043,24,3
2020-04-29,Kochi,74,1398,28,3
2020-04-29,Fukuoka,639,8736,170,17
2020-04-29,Saga,38,950,6,0
2020-04-29,Nagasaki,17,1911,9,1
2020-04-29,Kumamoto,47,3002,12,1
2020-04-29,Oita,60,3065,28,1
2020-04-29,Miyazaki,17,1068,10,0
2020-04-29,Kagoshima,10,1199,4,0
2020-04-29,Okinawa,141,1918,24,4
2020-04-30,Hokkaido,767,6892,209,27
2020-04-30,Aomori,26,639,14,0
2020-04-30,Iwate,0,343,0,0
2020-04-30,Miyagi,88,1885,32,0
2020-04-30,Akita,16,850,7,0
2020-04-30,Yamagata,68,2159,38,0
2020-04-30,Fukushima,73,1812,19,0
2020-04-30,Ibaraki,163,4623,35,7
2020-04-30,Tochigi,54,2010,16,0
2020-04-30,Gunma,146,1630,15,15
2020-04-30,Saitama,851,7818,49,17
2020-04-30,Chiba,810,6141,103,24
2020-04-30,Tokyo,4166,10981,59,19
2020-04-30,Kanagawa,1028,5871,168,32
2020-04-30,Niigata,75,2903,32,0
2020-04-30,Toyama,202,2535,9,7
2020-04-30,Ishikawa,251,1937,22,6
2020-04-30,Fukui,122,1696,69,8
2020-04-30,Yamanashi,52,2292,24,0
2020-04-30,Nagano,66,1798,17,0
2020-04-30,Gifu,146,2400,65,7
2020-04-30,Shizuoka,72,2736,24,1
2020-04-30,Aichi,488,7327,75,32
2020-04-30,Mie,45,1903,19,1
2020-04-30,Shiga,96,1289,35,1
2020-04-30,Kyoto,319,4177,156,9
2020-04-30,Osaka,1627,8965,551,41
2020-04-30,Hyogo,645,7481,81,17
2020-04-30,Nara,82,1508,14,1
2020-04-30,Wakayama,62,3033,28,2
2020-04-30,Tottori,3,1048,1,0
2020-04-30,Shimane,23,820,7,0
2020-04-30,Okayama,23,1196,10,0
2020-04-30,Hiroshima,155,4959,29,2
2020-04-30,Yamaguchi,32,1285,24,0
2020-04-30,Tokushima,5,459,3,0
2020-04-30,Kagawa,28,1613,7,0
2020-04-30,Ehime,47,1095,25,3
2020-04-30,Kochi,74,1439,28,3
2020-04-30,Fukuoka,642,9254,170,17
2020-04-30,Saga,41,1027,7,0
2020-04-30,Nagasaki,17,2008,9,1
2020-04-30,Kumamoto,47,3148,13,1
2020-04-30,Oita,60,3157,30,1
2020-04-30,Miyazaki,17,1105,11,0
2020-04-30,Kagoshima,10,1260,4,0
2020-04-30,Okinawa,142,2113,24,4
2020-05-01,Hokkaido,790,7054,248,29
2020-05-01,Aomori,26,643,14,0
2020-05-01,Iwate,0,343,0,0
2020-05-01,Miyagi,88,1910,50,0
2020-05-01,Akita,16,852,13,0
2020-05-01,Yamagata,68,2246,48,0
2020-05-01,Fukushima,74,1844,19,0
2020-05-01,Ibaraki,165,4835,35,7
2020-05-01,Tochigi,54,2015,16,0
2020-05-01,Gunma,146,1654,15,15
2020-05-01,Saitama,857,8050,52,17
2020-05-01,Chiba,816,6374,105,25
2020-05-01,Tokyo,4331,11254,59,19
2020-05-01,Kanagawa,1042,6002,172,32
2020-05-01,Niigata,77,3044,32,0
2020-05-01,Toyama,201,2392,9,7
2020-05-01,Ishikawa,254,1977,23,7
2020-05-01,Fukui,122,1771,69,8
2020-05-01,Yamanashi,54,2358,29,0
2020-05-01,Nagano,66,1818,17,0
2020-05-01,Gifu,149,2404,70,6
2020-05-01,Shizuoka,73,2780,24,1
2020-05-01,Aichi,491,7403,75,32
2020-05-01,Mie,45,1938,19,1
2020-05-01,Shiga,96,1314,35,1
2020-05-01,Kyoto,323,4343,159,10
2020-05-01,Osaka,1641,12492,555,44
2020-05-01,Hyogo,650,7621,83,18
2020-05-01,Nara,85,1605,14,1
2020-05-01,Wakayama,62,3077,28,2
2020-05-01,Tottori,3,1603,1,0
2020-05-01,Shimane,23,830,7,0
2020-05-01,Okayama,23,1131,10,0
2020-05-01,Hiroshima,156,5021,29,2
2020-05-01,Yamaguchi,34,1290,24,0
2020-05-01,Tokushima,5,469,3,0
2020-05-01,Kagawa,28,1643,7,0
2020-05-01,Ehime,47,1116,25,3
2020-05-01,Kochi,74,1446,49,3
2020-05-01,Fukuoka,645,9400,170,17
2020-05-01,Saga,42,1077,7,0
2020-05-01,Nagasaki,17,2050,9,1
2020-05-01,Kumamoto,47,3178,13,1
2020-05-01,Oita,60,3175,31,1
2020-05-01,Miyazaki,17,1122,11,0
2020-05-01,Kagoshima,10,1287,4,0
2020-05-01,Okinawa,142,2155,24,4
2020-05-02,Hokkaido,823,7054,248,29
2020-05-02,Aomori,26,643,14,0
2020-05-02,Iwate,0,350,0,0
2020-05-02,Miyagi,88,1910,61,0
2020-05-02,Akita,16,852,13,0
2020-05-02,Yamagata,68,2246,50,0
2020-05-02,Fukushima,75,1844,19,0
2020-05-02,Ibaraki,165,4835,38,7
2020-05-02,Tochigi,54,2015,16,0
2020-05-02,Gunma,146,1654,15,15
2020-05-02,Saitama,878,8778,52,17
2020-05-02,Chiba,823,6374,105,25
2020-05-02,Tokyo,4491,11691,59,19
2020-05-02,Kanagawa,1060,6002,177,33
2020-05-02,Niigata,77,3044,32,0
2020-05-02,Toyama,209,2392,38,9
2020-05-02,Ishikawa,260,1977,23,13
2020-05-02,Fukui,122,1771,75,8
2020-05-02,Yamanashi,55,2358,29,0
2020-05-02,Nagano,69,1818,23,0
2020-05-02,Gifu,150,2404,79,6
2020-05-02,Shizuoka,73,2780,24,1
2020-05-02,Aichi,491,7403,75,33
2020-05-02,Mie,45,1938,19,1
2020-05-02,Shiga,96,1314,35,1
2020-05-02,Kyoto,328,4343,168,11
2020-05-02,Osaka,1658,12492,557,45
2020-05-02,Hyogo,654,7891,86,18
2020-05-02,Nara,86,1605,38,1
2020-05-02,Wakayama,62,3077,31,2
2020-05-02,Tottori,3,1092,1,0
2020-05-02,Shimane,23,830,7,0
2020-05-02,Okayama,23,1131,10,0
2020-05-02,Hiroshima,161,5037,29,2
2020-05-02,Yamaguchi,34,1290,24,0
2020-05-02,Tokushima,5,469,3,1
2020-05-02,Kagawa,28,1643,7,0
2020-05-02,Ehime,47,1116,27,3
2020-05-02,Kochi,74,1461,49,3
2020-05-02,Fukuoka,648,9400,171,17
2020-05-02,Saga,42,1077,7,0
2020-05-02,Nagasaki,17,2050,9,1
2020-05-02,Kumamoto,47,3178,13,1
2020-05-02,Oita,60,3175,31,1
2020-05-02,Miyazaki,17,1122,11,0
2020-05-02,Kagoshima,10,1287,4,0
2020-05-02,Okinawa,142,2211,24,4
2020-05-03,Hokkaido,847,7054,847,248
2020-05-03,Aomori,26,643,26,14
2020-05-03,Iwate,0,363,0,0
2020-05-03,Miyagi,88,1910,88,61
2020-05-03,Akita,16,852,16,13
2020-05-03,Yamagata,68,2246,68,53
2020-05-03,Fukushima,78,1844,78,19
2020-05-03,Ibaraki,165,4835,165,45
2020-05-03,Tochigi,54,2015,54,16
2020-05-03,Gunma,146,1654,146,36
2020-05-03,Saitama,888,8939,888,54
2020-05-03,Chiba,828,6374,828,105
2020-05-03,Tokyo,4582,11691,4582,59
2020-05-03,Kanagawa,1101,6002,1101,184
2020-05-03,Niigata,77,3044,77,32
2020-05-03,Toyama,212,2392,212,37
2020-05-03,Ishikawa,264,1977,264,23
2020-05-03,Fukui,122,1771,122,75
2020-05-03,Yamanashi,56,2358,56,29
2020-05-03,Nagano,70,1818,70,23
2020-05-03,Gifu,150,2404,150,79
2020-05-03,Shizuoka,73,2780,73,24
2020-05-03,Aichi,492,7463,492,75
2020-05-03,Mie,45,1938,45,19
2020-05-03,Shiga,96,1314,96,35
2020-05-03,Kyoto,331,4343,331,176
2020-05-03,Osaka,1669,12492,1669,575
2020-05-03,Hyogo,667,8052,667,90
2020-05-03,Nara,87,1605,87,38
2020-05-03,Wakayama,62,3077,62,35
2020-05-03,Tottori,3,1103,3,1
2020-05-03,Shimane,24,830,24,7
2020-05-03,Okayama,23,1131,23,10
2020-05-03,Hiroshima,162,5062,162,35
2020-05-03,Yamaguchi,35,1290,35,24
2020-05-03,Tokushima,5,469,5,3
2020-05-03,Kagawa,28,1711,28,9
2020-05-03,Ehime,48,1116,48,31
2020-05-03,Kochi,74,1496,74,49
2020-05-03,Fukuoka,648,9400,648,173
2020-05-03,Saga,44,1077,44,9
2020-05-03,Nagasaki,17,2050,17,10
2020-05-03,Kumamoto,47,3178,47,13
2020-05-03,Oita,60,3175,60,32
2020-05-03,Miyazaki,17,1122,17,11
2020-05-03,Kagoshima,10,1287,10,4
2020-05-03,Okinawa,142,2211,142,24
2020-05-04,Hokkaido,,,879,254
2020-05-04,Aomori,,,26,14
2020-05-04,Iwate,,,0,0
2020-05-04,Miyagi,,,88,61
2020-05-04,Akita,,,16,13
2020-05-04,Yamagata,,,69,54
2020-05-04,Fukushima,,,78,19
2020-05-04,Ibaraki,,,167,61
2020-05-04,Tochigi,,,54,22
2020-05-04,Gunma,,,146,36
2020-05-04,Saitama,,,894,54
2020-05-04,Chiba,,,834,111
2020-05-04,Tokyo,,,4669,59
2020-05-04,Kanagawa,,,1111,185
2020-05-04,Niigata,,,77,32
2020-05-04,Toyama,,,212,37
2020-05-04,Ishikawa,,,267,23
2020-05-04,Fukui,,,122,78
2020-05-04,Yamanashi,,,56,29
2020-05-04,Nagano,,,72,28
2020-05-04,Gifu,,,150,81
2020-05-04,Shizuoka,,,73,24
2020-05-04,Aichi,,,495,75
2020-05-04,Mie,,,45,19
2020-05-04,Shiga,,,98,35
2020-05-04,Kyoto,,,334,176
2020-05-04,Osaka,,,1682,576
2020-05-04,Hyogo,,,667,90
2020-05-04,Nara,,,87,38
2020-05-04,Wakayama,,,62,35
2020-05-04,Tottori,,,3,1
2020-05-04,Shimane,,,24,7
2020-05-04,Okayama,,,23,10
2020-05-04,Hiroshima,,,162,35
2020-05-04,Yamaguchi,,,36,24
2020-05-04,Tokushima,,,5,3
2020-05-04,Kagawa,,,28,11
2020-05-04,Ehime,,,48,31
2020-05-04,Kochi,,,74,49
2020-05-04,Fukuoka,,,649,173
2020-05-04,Saga,,,45,10
2020-05-04,Nagasaki,,,17,10
2020-05-04,Kumamoto,,,47,13
2020-05-04,Oita,,,60,32
2020-05-04,Miyazaki,,,17,11
2020-05-04,Kagoshima,,,10,4
2020-05-04,Okinawa,,,142,24
